date,location_id,city,state,region,sessions,page_views,bounce_rate,conversion_rate,online_orders,avg_order_value,revenue,ad_spend_social,ad_spend_search,ad_spend_display,impressions_social,impressions_search,impressions_display,clicks_social,clicks_search,clicks_display
2025-03-01,PHI-001,Philadelphia,PA,Northeast,943,3435,0.3637,0.0498,46,29.48,1245.71,417.52,528.51,261.66,13450,14177,16922,447,628,182
2025-03-02,PHI-001,Philadelphia,PA,Northeast,1600,4572,0.4781,0.0684,109,19.31,1908.69,412.14,569.57,178.03,14806,9619,11082,357,598,177
2025-03-03,PHI-001,Philadelphia,PA,Northeast,705,2141,0.3566,0.0708,49,18.9,926.1,258.14,523.93,170.85,7476,11278,7308,177,597,130
2025-03-06,PHI-001,Philadelphia,PA,Northeast,985,4252,0.3812,0.0486,47,21.82,1025.54,382.16,287.04,174.35,14515,5300,10532,418,282,110
2025-03-07,PHI-001,Philadelphia,PA,Northeast,1387,5737,0.4998,0.0746,103,27.9,2873.7,250.84,519.38,220.9,10025,10551,12965,319,625,217
2025-03-08,PHI-001,Philadelphia,PA,Northeast,1088,3859,0.3819,0.0337,36,32.53,1171.08,233.96,209.47,142.66,10364,4380,8555,182,199,107
2025-03-09,PHI-001,Philadelphia,PA,Northeast,1132,4232,0.4194,0.0248,28,20.53,488.99,190.76,547.78,126.25,7510,9547,6855,210,545,78
2025-03-10,PHI-001,Philadelphia,PA,Northeast,895,3238,0.4319,0.0324,28,21.97,615.16,215.11,500.8,263.98,9657,10943,16351,170,521,288
03/11/2025,PHI_001,Philadelphia,PA,Northeast,723,2954,0.3703,0.0316,22,28.86,634.92,449.0,408.77,291.28,16336,10958,20138,547,479,337
2025-03-14,PHI-001,Philadelphia,PA,Northeast,1357,3869,0.593,0.0793,107,19.35,2070.45,402.39,386.83,270.0,17339,6414,11854,425,241,207
2025-03-15,PHI-001,Philadelphia,PA,Northeast,1476,6214,0.559,0.0515,76,25.3,1922.8,150.08,223.52,130.15,3834,5549,7070,124,375,65
2025-03-16,PHI-001,Philadelphia,PA,Northeast,1185,3394,0.4204,0.0245,29,23.91,693.39,,449.53,244.32,16862,7518,12417,519,234,120
03/17/2025,PHI-001,Philadelphia,PA,Northeast,1005,2834,0.6364,0.0641,64,20.51,1312.64,157.21,377.48,225.05,5260,9340,12483,161,401,185
2025-03-19,PHI-001,Philadelphia,PA,Northeast,787,3409,0.4672,0.0573,45,29.67,1335.15,203.39,371.7,167.82,7282,6271,10575,128,265,186
2025-03-21,PHI-001,Philadelphia,PA,Northeast,1306,4086,0.4388,0.0722,94,32.66,3070.04,181.99,513.64,284.29,7151,14535,15202,245,692,257
2025-03-22,PHI-001,Philadelphia,PA,Northeast,1075,3983,0.484,0.0572,61,34.3,1861.16,393.31,374.7,228.22,17528,7248,9756,419,285,134
2025-03-25,PHI-001,Philadelphia,PA,Northeast,711,2621,0.3942,0.0736,52,34.71,1804.92,281.56,205.84,188.08,8687,4577,10847,197,149,141
2025-03-26,PHI_001,Philadelphia,PA,Northeast,1025,4561,0.5832,0.0776,79,29.53,2332.87,197.71,581.13,292.78,8012,9743,14910,262,678,266
2025-03-27,PHI-001,Philadelphia,PA,Northeast,932,3727,0.4045,0.0665,61,24.78,1366.42,,200.34,274.46,15913,5442,12731,446,173,223
2025-03-28,PHI-001,Philadelphia,PA,Northeast,1291,3889,0.5047,0.046,59,33.95,2003.05,,440.83,271.82,17645,11920,17529,274,595,147
03/31/2025,PHI_001,Philadelphia,PA,Northeast,815,3292,0.5481,0.0795,64,33.21,2125.44,266.26,375.07,232.06,10048,10394,11938,251,603,147
2025-04-01,PHI-001,Philadelphia,PA,Northeast,1047,3598,0.5005,0.0457,47,27.14,1275.58,311.76,399.79,113.41,8856,9030,7538,244,361,115
04/03/2025,PHI-001,Philadelphia,PA,Northeast,879,3760,0.6003,0.0514,45,32.37,1456.65,186.8,425.27,104.76,6392,11623,4855,219,656,39
2025-04-04,PHI-001,Philadelphia,PA,Northeast,1331,5599,0.4298,0.064,85,26.17,2224.45,267.18,318.68,183.54,9827,5882,7806,166,337,120
2025-04-05,PHI-001,Philadelphia,PA,Northeast,1325,4576,0.6084,0.0488,64,25.0,1600.0,187.72,400.05,247.48,5977,9845,14250,126,642,246
2025-04-06,PHI-001,Philadelphia,PA,Northeast,883,3967,0.4904,0.0379,33,23.05,760.65,279.34,474.78,210.8,10851,10071,12272,291,518,194
04/08/2025,PHI-001,Philadelphia,PA,Northeast,947,2711,0.3987,0.072,68,,1328.13,358.89,599.93,264.15,10688,16385,17672,183,564,294
2025-04-09,PHI-001,Philadelphia,PA,Northeast,824,2712,0.396,0.0436,35,24.17,845.95,273.62,382.98,150.59,9329,11223,6977,153,540,95
2025-04-10,PHI-001,Philadelphia,PA,Northeast,986,4230,0.5471,0.0322,31,32.38,1003.78,322.55,484.24,248.91,10885,9081,13421,279,323,234
04/11/2025,PHI-001,Philadelphia,PA,Northeast,1074,4349,0.3887,0.0716,76,33.92,2577.92,291.16,481.47,133.62,8419,13012,8086,216,461,107
2025-04-12,PHI-001,Philadelphia,PA,Northeast,1556,4367,0.5465,0.0758,117,32.51,3803.67,332.02,223.25,257.33,12418,6215,16015,400,394,158
2025-04-13,PHI-001,Philadelphia,PA,Northeast,1305,5060,0.6197,0.0639,83,24.81,2059.23,394.65,489.25,183.41,11309,7600,9486,265,293,151
2025-04-15,PHI-001,Philadelphia,PA,Northeast,951,3042,,0.0388,36,34.08,1226.88,,313.53,234.51,13211,4991,15600,337,187,272
2025-04-16,PHI-001,Philadelphia,PA,Northeast,915,2646,0.5253,0.0764,69,27.82,1919.58,157.33,306.0,100.78,6852,5518,4103,187,268,36
04/17/2025,PHI-001,Philadelphia,PA,Northeast,637,2313,0.4564,0.0354,22,25.06,551.32,283.14,390.33,145.05,8893,9118,6266,216,309,107
2025-04-19,PHI-001,Philadelphia,PA,Northeast,1237,4436,0.3653,0.0283,35,19.64,628.4,212.31,301.87,270.8,8010,7106,14379,195,456,192
2025-04-20,PHI-001,Philadelphia,PA,Northeast,826,3159,0.5311,0.0226,18,25.92,424.59,194.41,376.64,219.89,7066,10098,10873,200,338,118
2025-04-23,PHI-001,Philadelphia,PA,Northeast,737,2471,0.3767,0.0202,14,23.06,322.84,268.16,550.62,178.46,8259,9995,7996,252,623,97
2025-04-24,PHI-001,Philadelphia,PA,Northeast,1180,4102,0.5001,0.0391,46,,1096.65,420.74,568.03,284.35,13207,12630,11854,440,474,183
2025-04-25,PHI-001,Philadelphia,PA,Northeast,935,3779,0.4772,0.0774,72,33.88,2439.36,235.11,347.87,182.64,8132,8102,8999,197,252,98
2025-04-26,PHI-001,Philadelphia,PA,Northeast,831,2729,0.5967,0.0239,19,23.4,444.6,210.21,248.43,162.52,6112,7351,10188,191,371,92
2025-04-27,PHI-001,Philadelphia,PA,Northeast,1407,4722,0.4736,0.0225,31,,1048.42,425.51,291.47,143.79,16968,5042,8207,388,206,86
2025-05-01,PHI-001,Philadelphia,PA,Northeast,918,2929,0.4689,0.0227,20,,393.2,278.89,285.6,136.98,11692,4482,5797,360,162,80
2025-05-02,PHI-001,Philadelphia,PA,Northeast,1474,4510,0.5322,0.0422,62,19.93,1235.66,350.11,574.11,213.55,15039,13408,8705,467,765,127
2025-05-03,PHI-001,Philadelphia,PA,Northeast,957,3694,0.3651,0.0786,75,26.85,2013.75,269.77,592.22,175.46,8409,13875,9289,241,418,164
2025-05-04,PHI-001,Philadelphia,PA,Northeast,1191,4013,0.4042,0.0672,80,25.55,2044.0,387.83,350.8,213.11,16291,6370,14362,290,305,231
2025-05-05,PHI-001,Philadelphia,PA,Northeast,800,3167,0.4903,0.0315,25,29.59,739.75,341.41,550.1,295.63,11377,9120,14959,383,382,228
2025-05-06,PHI-001,Philadelphia,PA,Northeast,858,3490,0.5586,0.0773,66,34.05,2247.3,200.82,588.75,220.81,8976,16686,13826,256,1032,200
2025-05-07,PHI-001,Philadelphia,PA,Northeast,807,3597,0.4184,0.0593,47,32.84,1543.48,313.34,248.52,215.86,9028,5475,12426,280,305,197
2025-05-08,PHI-001,Philadelphia,PA,Northeast,1139,4493,0.3973,0.0758,86,18.96,1630.56,178.74,505.75,136.08,4489,8749,7810,99,338,134
2025/05/09,PHI-001,Philadelphia,PA,Northeast,1402,4363,0.3867,0.0557,78,25.54,1992.12,400.12,273.17,169.54,10148,7572,8027,286,365,115
2025/05/09,PHI-001,Philadelphia,PA,Northeast,1402,4363,0.3867,0.0557,78,25.54,1992.12,400.12,273.17,169.54,10148,7572,8027,286,365,115
2025-05-12,PHI-001,Philadelphia,PA,Northeast,932,3205,0.4528,0.0776,72,22.01,1584.72,431.7,539.97,205.92,13012,9871,13573,431,486,159
2025-05-14,PHI-001,Philadelphia,PA,Northeast,773,2349,0.6402,0.0744,57,32.42,1685.92,347.04,493.11,203.93,14652,11430,12605,302,669,181
2025-05-16,PHI-001,Philadelphia,PA,Northeast,1223,4875,0.5139,0.0283,34,30.64,1041.76,363.42,353.75,172.19,13850,5534,7734,268,187,98
2025/05/18,PHI-001,Philadelphia,PA,Northeast,1387,4144,,0.0792,109,26.23,2859.07,311.11,494.74,290.62,7821,9794,14528,196,636,225
2025-05-19,PHI-001,Philadelphia,PA,Northeast,931,4099,0.4126,0.0714,66,23.17,1529.22,258.3,278.95,221.67,7909,4494,13287,122,192,148
2025-05-20,PHI-001,Philadelphia,PA,Northeast,849,3087,0.5702,0.0535,45,30.48,1371.6,345.12,357.08,231.98,14362,7175,12828,307,421,103
2025-05-21,PHI-001,Philadelphia,PA,Northeast,1014,3812,0.3853,0.0614,62,33.48,2075.76,258.3,236.0,131.53,10726,4444,6946,202,201,57
05/23/2025,PHI-001,Philadelphia,PA,Northeast,1151,5083,0.5906,0.0631,72,26.1,1879.2,231.45,340.66,262.4,7822,7335,14512,180,277,211
2025/05/24,PHI-001,Philadelphia,PA,Northeast,1026,3819,0.3741,0.0348,35,34.71,1214.85,323.26,565.57,119.96,12950,15648,7752,281,724,123
2025-05-25,PHI_001,Philadelphia,PA,Northeast,919,3807,0.485,0.0384,35,19.74,690.9,411.0,386.68,259.71,11334,6685,11990,170,388,137
2025-05-26,PHI-001,Philadelphia,PA,Northeast,869,3345,0.456,0.0553,48,29.88,1434.24,307.24,422.25,256.77,9897,9513,11616,239,350,163
2025-05-27,PHI-001,Philadelphia,PA,Northeast,1120,3598,0.5009,0.06,67,21.72,1455.24,308.55,506.32,157.24,9478,8622,8435,253,338,128
2025-05-29,PHI-001,Philadelphia,PA,Northeast,901,4010,0.492,0.04,36,34.68,1248.48,220.4,324.7,100.59,7231,5640,6594,167,213,70
2025-05-30,PHI-001,Philadelphia,PA,Northeast,1379,4357,0.4014,0.0721,99,27.68,2740.32,215.14,345.77,106.43,6565,7073,6809,113,469,98
2025-06-01,PHI-001,Philadelphia,PA,Northeast,2045,7699,0.4934,0.0373,76,31.13,2142.12,365.58,271.85,225.09,11334,5046,9744,253,183,88
2025-06-04,PHI-001,Philadelphia,PA,Northeast,965,3897,0.447,0.0591,57,28.76,1639.32,298.75,505.87,213.98,8175,9408,8572,198,586,90
2025-06-06,PHI-001,Philadelphia,PA,Northeast,1621,5474,0.4897,0.0733,118,21.33,2516.94,208.97,230.49,244.84,5607,4325,16989,185,171,217
06/09/2025,PHI-001,Philadelphia,PA,Northeast,927,3756,0.5271,0.0269,24,18.94,454.56,328.48,365.29,249.99,14210,8806,16606,254,566,143
2025-06-10,PHI-001,Philadelphia,PA,Northeast,1208,3553,0.5244,0.0261,31,33.36,1034.16,191.64,596.38,116.28,4960,17084,7307,92,1184,70
2025-06-11,PHI-001,Philadelphia,PA,Northeast,1220,5258,0.4293,0.0621,75,27.54,2065.5,,384.84,179.01,5251,9262,10579,180,465,112
06/12/2025,PHI-001,Philadelphia,PA,Northeast,1324,5151,0.4169,0.0493,65,22.57,1467.05,425.21,227.09,295.95,15552,3984,18094,495,237,272
2025-06-13,PHI-001,Philadelphia,PA,Northeast,1417,4520,0.452,0.0499,70,27.98,1958.6,330.25,413.86,266.36,10831,8905,14402,318,302,168
2025-06-16,PHI-001,Philadelphia,PA,Northeast,1029,4295,0.5726,0.0725,74,,2017.24,339.8,447.59,292.77,11386,6815,17133,218,288,217
06/17/2025,PHI-001,Philadelphia,PA,Northeast,1055,4143,0.4639,0.0703,74,23.21,1463.92,385.52,541.84,169.05,11900,12205,11745,322,480,141
2025-06-18,PHI-001,Philadelphia,PA,Northeast,1292,5425,0.5668,0.045,58,29.75,1725.5,382.22,383.5,144.7,16248,7202,9314,503,317,160
2025-06-19,PHI-001,Philadelphia,PA,Northeast,872,2563,0.4975,0.0395,34,21.3,724.2,294.09,500.61,281.56,11005,11733,17688,383,505,170
2025-06-20,PHI_001,Philadelphia,PA,Northeast,1332,4236,0.5051,0.0362,48,25.72,1081.75,176.9,428.14,116.43,4878,7343,6628,104,481,67
2025-06-21,PHI-001,Philadelphia,PA,Northeast,1665,4861,0.3893,0.0461,76,21.27,1616.52,303.34,256.29,179.57,9076,4857,9378,148,262,124
2025-06-22,PHI-001,Philadelphia,PA,Northeast,1736,6901,0.3623,0.0261,45,34.25,1323.17,415.29,353.84,298.48,12062,9703,19132,236,486,224
2025-06-23,PHI-001,Philadelphia,PA,Northeast,807,2379,0.4914,0.0532,42,19.3,810.6,422.55,212.57,148.06,14075,5499,9134,327,371,144
2025-06-24,PHI-001,Philadelphia,PA,Northeast,786,2278,0.4251,0.0778,61,20.33,1240.13,408.26,300.05,171.65,16241,5000,11509,288,274,158
2025-06-25,PHI-001,Philadelphia,PA,Northeast,1200,4744,0.645,0.0387,46,29.3,1347.8,374.01,211.4,104.57,12166,3226,4617,376,98,57
2025-06-27,PHI-001,Philadelphia,PA,Northeast,1419,6155,0.476,0.0371,52,34.74,1806.48,226.49,254.32,239.45,9445,6023,11368,174,248,140
2025-06-30,PHI-001,Philadelphia,PA,Northeast,1012,3477,0.4042,0.0359,36,34.78,1252.08,418.2,436.7,278.07,16463,12797,13626,445,871,161
2025-07-01,PHI-001,Philadelphia,PA,Northeast,1127,3717,0.4396,0.0351,39,23.8,928.2,325.25,212.07,114.51,10540,4145,5117,342,265,67
2025-07-02,PHI-001,Philadelphia,PA,Northeast,978,2946,0.5555,0.0425,41,33.99,1393.59,,501.37,184.7,9329,12346,9292,148,433,121
2025-07-03,PHI-001,Philadelphia,PA,Northeast,798,2600,0.6052,0.0226,18,22.6,406.8,216.47,319.23,249.31,7954,5398,15097,133,353,173
2025-07-04,PHI-001,Philadelphia,PA,Northeast,1794,6241,0.5562,0.0501,89,33.69,2998.41,354.02,369.16,276.9,12539,8350,13962,374,287,157
2025-07-05,PHI_001,Philadelphia,PA,Northeast,1795,5756,0.6303,0.0343,61,22.64,1381.04,252.49,553.04,162.72,9824,9262,10934,190,495,132
2025-07-06,PHI_001,Philadelphia,PA,Northeast,2006,7803,0.4789,0.0541,108,32.45,3504.6,317.41,503.92,275.47,11615,11742,15362,306,740,219
2025-07-08,PHI-001,Philadelphia,PA,Northeast,1448,5011,0.6125,0.0794,114,21.48,2448.72,,231.43,150.09,9475,6739,6607,195,360,100
2025-07-09,PHI-001,Philadelphia,PA,Northeast,816,2308,0.5072,0.06,48,22.23,1067.04,276.02,259.96,138.53,9181,5257,7496,255,231,94
07/10/2025,PHI-001,Philadelphia,PA,Northeast,1166,5008,0.6014,0.0626,72,22.08,1589.76,290.63,207.39,250.48,9059,4740,15350,191,273,181
2025-07-11,PHI-001,Philadelphia,PA,Northeast,1547,4970,0.6427,0.0202,31,32.41,1004.71,351.78,487.95,165.9,13481,10342,7326,220,448,125
2025-07-12,PHI-001,Philadelphia,PA,Northeast,1503,5748,,0.0325,48,24.96,1198.08,218.56,460.37,287.7,6791,8115,12143,135,377,200
2025-07-13,PHI-001,Philadelphia,PA,Northeast,894,2550,0.4175,0.0417,37,24.19,895.03,349.89,243.06,140.17,13719,6342,6137,394,431,69
2025-07-14,PHI-001,Philadelphia,PA,Northeast,760,2775,0.5166,0.0474,36,19.61,705.96,381.86,331.91,156.81,16071,6432,8821,264,284,141
2025-07-15,PHI-001,Philadelphia,PA,Northeast,925,3240,0.5223,0.0348,32,30.48,975.36,255.61,365.57,169.28,8987,10940,11640,261,680,138
2025-07-16,PHI-001,Philadelphia,PA,Northeast,995,3737,0.5186,0.0358,35,31.35,1097.25,405.74,525.76,248.07,12738,11673,15941,295,534,242
2025-07-17,PHI-001,Philadelphia,PA,Northeast,1036,3060,0.4603,0.0408,42,,1054.2,206.25,578.44,212.86,7842,15108,13393,268,910,208
07/19/2025,PHI-001,Philadelphia,PA,Northeast,1199,4502,0.4482,0.0338,40,19.07,762.8,310.47,598.1,187.67,7766,10226,12587,256,685,190
2025-07-20,PHI-001,Philadelphia,PA,Northeast,1373,4226,0.3552,0.0588,80,22.19,1775.2,300.99,594.77,175.07,10056,8930,10367,267,516,118
2025-07-21,PHI_001,Philadelphia,PA,Northeast,1164,3774,0.5956,0.0321,37,22.53,833.61,367.74,202.26,289.25,16508,3854,15264,429,197,236
2025-07-22,PHI-001,Philadelphia,PA,Northeast,1125,5000,0.5902,0.0453,50,33.06,1653.0,231.64,398.14,201.68,6016,6167,10050,96,188,89
07/23/2025,PHI_001,Philadelphia,PA,Northeast,1189,5181,0.5515,0.078,92,33.77,3106.84,305.72,575.27,151.53,10339,15172,7114,218,756,74
07/25/2025,PHI-001,Philadelphia,PA,Northeast,899,3094,0.3703,0.0331,29,20.3,588.7,255.05,250.34,232.06,9627,6213,14223,213,203,126
2025-07-26,PHI-001,Philadelphia,PA,Northeast,1418,5362,0.3689,0.0309,43,27.82,1196.26,371.5,435.85,245.74,10983,11582,11649,283,554,141
2025-07-27,PHI-001,Philadelphia,PA,Northeast,1960,8467,0.5843,0.0699,137,18.78,2572.86,333.57,589.51,210.02,11900,11378,12616,333,351,113
2025-07-29,PHI_001,Philadelphia,PA,Northeast,879,3036,0.4646,0.0506,44,32.98,1451.12,254.48,323.57,115.97,8019,5933,7508,137,370,98
2025-07-30,PHI-001,Philadelphia,PA,Northeast,1200,4597,0.579,0.0725,87,19.47,1693.89,,596.39,163.92,14888,9245,9032,447,346,133
2025-07-31,PHI-001,Philadelphia,PA,Northeast,874,3334,0.5487,0.0305,26,23.84,619.84,289.6,275.74,180.98,10577,5849,12386,306,197,191
2025-08-01,PHI-001,Philadelphia,PA,Northeast,1697,7587,0.4469,0.0632,107,29.3,3135.1,322.03,219.41,122.5,11403,6412,7699,194,221,118
2025-08-03,PHI-001,Philadelphia,PA,Northeast,1245,4859,0.3681,0.0448,55,32.78,1802.9,152.77,443.41,140.45,6065,13252,9239,118,627,138
2025-08-05,PHI-001,Philadelphia,PA,Northeast,960,3956,0.5234,0.0347,33,28.79,950.07,191.52,507.72,190.41,6086,10028,12646,132,489,168
2025-08-06,PHI-001,Philadelphia,PA,Northeast,750,2963,0.6122,0.0287,21,19.96,378.31,351.52,509.16,243.05,13625,14581,12476,459,996,131
08/07/2025,PHI-001,Philadelphia,PA,Northeast,758,2727,0.5772,0.0651,49,29.97,1468.53,178.79,596.35,137.84,4909,14408,6253,129,593,98
2025-08-08,PHI-001,Philadelphia,PA,Northeast,2265,9635,0.4056,0.0344,77,28.07,2161.39,178.44,400.72,154.91,5774,6398,8702,105,329,115
2025-08-08,PHI-001,Philadelphia,PA,Northeast,2265,9635,0.4056,0.0344,77,28.07,2161.39,178.44,400.72,154.91,5774,6398,8702,105,329,115
2025-08-09,PHI-001,Philadelphia,PA,Northeast,1825,6447,0.4072,0.0601,109,32.87,3397.9,323.87,502.0,290.24,10430,8284,18821,261,485,273
2025-08-10,PHI-001,Philadelphia,PA,Northeast,1381,4603,0.4377,0.0575,79,23.42,1850.18,355.57,409.54,274.65,12717,7438,15737,407,385,153
2025-08-11,PHI-001,Philadelphia,PA,Northeast,1119,3691,0.3626,0.0481,53,30.78,1631.34,195.67,507.8,147.12,5703,14400,7260,91,907,78
2025-08-12,PHI-001,Philadelphia,PA,Northeast,1485,4719,0.6492,0.0221,32,34.06,1030.06,179.38,364.82,253.72,6032,10861,17540,153,483,196
2025-08-13,PHI-001,Philadelphia,PA,Northeast,1248,5114,0.3812,0.0201,25,,591.25,160.92,492.45,254.83,6428,12851,16235,119,585,130
2025-08-14,PHI-001,Philadelphia,PA,Northeast,993,4314,0.5657,0.0735,72,20.71,1491.12,171.78,209.56,177.77,5983,4854,8814,146,326,145
2025-08-15,PHI-001,Philadelphia,PA,Northeast,1320,5362,0.6041,0.0208,27,19.76,502.84,,502.38,223.31,11572,8808,13362,179,386,231
2025-08-16,PHI-001,Philadelphia,PA,Northeast,1436,5240,0.3742,0.0473,67,31.05,2080.35,370.66,226.4,212.58,15194,5271,9560,456,280,91
2025-08-18,PHI-001,Philadelphia,PA,Northeast,1059,4485,0.6119,0.0529,56,20.48,1146.88,275.12,372.04,166.83,7128,7408,6958,211,514,65
2025-08-21,PHI-001,Philadelphia,PA,Northeast,1008,3110,0.4252,0.0438,44,21.01,924.44,318.35,402.33,156.34,8259,11542,10703,284,733,137
2025-08-23,PHI_001,Philadelphia,PA,Northeast,1556,5443,0.4264,0.0258,40,27.68,1107.2,398.85,436.31,109.36,12518,6677,7571,376,273,111
2025-08-24,PHI-001,Philadelphia,PA,Northeast,1609,4971,0.3678,0.0231,37,22.68,839.16,321.72,292.6,121.44,8504,4937,8280,272,150,82
2025-08-26,PHI-001,Philadelphia,PA,Northeast,1147,3753,0.4635,0.0426,48,18.58,891.84,268.13,491.84,253.5,11267,13242,12142,202,692,163
2025-08-27,PHI-001,Philadelphia,PA,Northeast,1262,4790,0.4346,0.0384,48,28.08,1347.84,185.09,207.29,179.18,7493,4131,12404,168,237,152
2025-08-28,PHI-001,Philadelphia,PA,Northeast,997,4205,0.516,0.0349,34,22.53,766.02,230.29,443.93,275.84,8129,11692,12855,155,642,228
2025-08-29,PHI-001,Philadelphia,PA,Northeast,1585,4925,0.5917,0.0702,111,33.01,3664.11,409.52,237.2,150.79,16869,5297,9287,406,228,141
2025-08-31,PHI-001,Philadelphia,PA,Northeast,1184,4049,0.5876,0.0786,93,24.05,2236.65,285.22,443.84,118.82,12432,11073,7509,248,484,75
2025-09-01,PHI-001,Philadelphia,PA,Northeast,806,2406,0.5523,0.078,62,23.68,1468.16,233.37,285.83,194.76,9164,4980,8398,262,280,109
2025-09-02,PHI-001,Philadelphia,PA,Northeast,914,3038,0.371,0.0219,20,27.38,547.6,449.02,566.88,183.92,19604,9441,8158,422,463,78
2025-09-03,PHI-001,Philadelphia,PA,Northeast,989,3847,0.5102,0.042,41,29.2,1197.2,436.59,433.0,224.9,14445,10639,10967,424,467,197
2025-09-05,PHI-001,Philadelphia,PA,Northeast,992,3458,0.4982,0.0496,49,20.53,1005.97,400.38,302.11,242.0,16795,5759,11897,253,344,127
09/06/2025,PHI-001,Philadelphia,PA,Northeast,1152,3837,0.5827,0.0467,53,34.87,1848.11,325.29,409.62,132.27,12900,9236,8855,386,389,110
2025-09-07,PHI-001,Philadelphia,PA,Northeast,1498,6536,0.4941,0.0317,47,25.28,1188.16,413.11,596.72,189.07,18091,13504,12303,573,784,214
2025-09-08,PHI-001,Philadelphia,PA,Northeast,1044,4245,0.3929,0.0589,61,28.24,1722.64,357.96,398.23,124.07,11267,10242,4970,312,502,85
2025/09/09,PHI-001,Philadelphia,PA,Northeast,974,3384,0.4983,0.0411,40,26.42,1056.8,281.35,596.25,276.27,10272,15263,16757,175,720,258
2025-09-10,PHI-001,Philadelphia,PA,Northeast,759,2155,0.4382,0.0507,38,28.88,1097.44,365.79,384.74,127.1,15470,10666,6755,276,468,70
2025-09-11,PHI-001,Philadelphia,PA,Northeast,959,4032,0.4652,0.048,46,33.21,1527.66,346.01,472.82,187.17,8798,12012,8090,256,698,67
2025-09-12,PHI-001,Philadelphia,PA,Northeast,1345,4074,0.5879,0.0603,81,31.96,2588.76,265.16,374.17,294.03,8148,5636,13828,225,231,197
2025-09-16,PHI-001,Philadelphia,PA,Northeast,777,3350,0.4219,0.078,60,19.03,1141.8,217.31,246.3,175.63,8937,6861,11014,297,359,120
2025-09-19,PHI_001,Philadelphia,PA,Northeast,1017,4514,0.3969,0.0768,78,19.1,1489.8,297.81,519.14,157.86,8199,9274,10711,219,588,189
2025-09-20,PHI-001,Philadelphia,PA,Northeast,1139,4444,0.4504,0.0408,46,24.54,1128.84,378.41,434.95,251.06,14718,8894,16564,279,578,173
2025-09-22,PHI-001,Philadelphia,PA,Northeast,866,2454,0.3698,0.0796,68,25.48,1732.64,209.21,307.54,252.66,6890,7764,10689,123,450,183
2025-09-23,PHI-001,Philadelphia,PA,Northeast,840,3751,0.3507,0.0362,30,29.9,897.0,366.16,228.92,211.67,11149,6092,11994,363,343,125
2025-09-24,PHI-001,Philadelphia,PA,Northeast,671,2033,0.4706,0.0266,17,30.94,525.98,152.49,205.68,270.34,4799,4756,15621,155,205,227
2025-09-24,PHI-001,Philadelphia,PA,Northeast,671,2033,0.4706,0.0266,17,30.94,525.98,152.49,205.68,270.34,4799,4756,15621,155,205,227
09/26/2025,PHI-001,Philadelphia,PA,Northeast,863,3435,0.618,0.0403,34,34.69,1179.46,252.38,456.63,244.13,9627,12399,14095,151,463,127
09/27/2025,PHI-001,Philadelphia,PA,Northeast,1077,4180,0.3982,0.0774,83,23.3,1933.9,284.41,368.81,151.66,9986,6356,9184,295,334,152
2025-09-28,PHI-001,Philadelphia,PA,Northeast,1464,5589,0.6042,0.0433,63,32.72,2061.36,223.41,231.61,268.69,8914,4757,18555,196,278,310
09/29/2025,PHI_001,Philadelphia,PA,Northeast,710,3170,0.5371,0.071,50,23.5,1175.0,320.94,501.52,158.14,8668,9558,6512,196,621,98
10/02/2025,PHI-001,Philadelphia,PA,Northeast,789,3439,0.4657,0.0256,20,21.57,376.08,409.92,345.63,267.96,16636,7724,13295,381,387,108
2025-10-03,PHI-001,Philadelphia,PA,Northeast,600,2624,0.6021,0.0605,36,26.32,947.52,319.38,571.15,125.0,9083,12280,6436,205,464,75
10/04/2025,PHI-001,Philadelphia,PA,Northeast,1223,4401,0.4192,0.0353,43,27.28,1173.04,332.2,501.04,168.88,10558,14956,10985,331,914,91
10/05/2025,PHI-001,Philadelphia,PA,Northeast,1568,5715,0.5534,0.0216,33,20.64,681.12,410.26,207.09,249.78,15676,4881,11995,305,217,121
10/06/2025,PHI-001,Philadelphia,PA,Northeast,1082,3257,0.5086,0.0703,76,30.85,2344.6,407.02,454.86,277.69,13610,10141,17311,332,566,161
2025-10-08,PHI-001,Philadelphia,PA,Northeast,774,2901,0.4683,0.0675,52,29.1,1513.2,363.47,514.34,250.59,13770,9168,17039,463,327,191
2025-10-09,PHI-001,Philadelphia,PA,Northeast,739,2629,0.4517,0.0299,22,20.26,445.72,307.66,337.71,118.65,13448,6494,5845,469,253,68
2025-10-10,PHI-001,Philadelphia,PA,Northeast,1233,5095,0.5774,0.0677,83,23.21,1926.43,356.42,476.78,217.57,12905,9787,11985,346,468,152
2025-10-11,PHI-001,Philadelphia,PA,Northeast,1113,4958,0.4452,0.0444,49,32.56,1595.44,361.22,389.68,290.05,12003,11615,17213,306,716,227
10/12/2025,PHI-001,Philadelphia,PA,Northeast,1098,4146,0.5355,0.0374,41,29.01,1189.41,325.73,481.71,112.93,12783,9648,6001,250,533,105
10/13/2025,PHI-001,Philadelphia,PA,Northeast,588,2025,0.5992,0.0375,22,34.34,755.48,413.36,471.59,214.04,16187,10992,12617,505,678,103
2025-10-14,PHI-001,Philadelphia,PA,Northeast,841,3207,0.4685,0.0392,32,,761.92,252.06,301.34,216.54,10106,4713,13204,241,260,209
